Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
6,M164,I.S. 328 - MANHATTAN,SCA IEH,PO18-ABATE & REPLACE DAMAGED 12X12 FLOOR TILES LVL 6 BLUE GRAY/BLUE GREY BLOTCHES ROOM 425 AND 413 (,Construction,Complete,8/4/2025,IEH,9/23/2025,IEH,831.00,81.00,SCA0000074561
6,M164,I.S. 223 - MANHATTAN,Fast Track Projects,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,FTK,FTK,FTK,FTK,240000.00,0.00,DSF0001112823
6,M164,I.S. 223 - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001086242
6,M164,I.S. 328 - MANHATTAN,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,4/22/2024,DOER,,DOER,383835.00,0.00,DSF0001035696
6,M164,I.S. 328 - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,5/9/2024,DOES,,DOES,646666.00,0.00,DSF0001085738
6,M173,P.S./I.S. 173 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,Scope,Complete,12/18/2017,5/4/2018,3/23/2018,165873,150089.00,150087.00,"DSF0000876476, DSF0000876478, DSF0000876479, DSF0000876485, DSF0000889082"
6,M173,P.S./I.S. 173 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,Design,Complete,3/23/2018,8/22/2018,5/18/2018,652179,636083.00,529862.00,"DSF0000876476, DSF0000876478, DSF0000876479, DSF0000876485, DSF0000889082"
6,M173,P.S./I.S. 173 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,Construction,In-Progress,8/13/2018,8/11/2020,,11212637,12767661.00,9456967.00,"DSF0000876476, DSF0000876478, DSF0000876479, DSF0000876485, DSF0000889082"
6,M173,P.S./I.S. 173 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / PARAPETS / EXTERIOR MASONRY / PAVED AREAS- CONCRETE / ROOFS,"CM,F&E",In-Progress,8/13/2018,8/11/2020,,921201,2429641.00,2346614.00,"DSF0000876476, DSF0000876478, DSF0000876479, DSF0000876485, DSF0000889082"
6,M173,P.S./I.S. 173 - MANHATTAN,SCA IEH,PO18-BASEMENT STORAGE ROOM ABATE 12 L.F. PIPE INSULATION IN BLACK PLASTIC - VESTIBULE/EXIT 9 OUTSIDE,Construction,Complete,2/27/2025,IEH,5/19/2025,IEH,93296.00,2181.00,SCA0000074001
6,M173,P.S./I.S. 173 - MANHATTAN,SCA IEH,PO18-ABATE AND REPLACE FLOOR TILES STARCASE C/D DUE TO DAMAGE AHERA BOOK SPACE ID# 2004S. AS PER AHE,Construction,Complete,5/7/2025,IEH,6/12/2025,IEH,51979.00,784.00,SCA0000074245
6,M173,P.S./I.S. 173 - MANHATTAN,SCA IEH,"PO18-ABATEMENT, PATCHING, AND REPAIR OF THE DETERIORATED PIPE INSULATION. -CLOSET IN OFFICE IN STAIR",Construction,Complete,5/16/2025,IEH,8/22/2025,IEH,7493.00,243.00,SCA0000074281
6,M173,P.S./I.S. 173 - MANHATTAN,SCA IEH,"PO18-ABATEMENT OF PIPE INSULATION NEAR STAIRWELL F AND ROOMS 459,457, 449,411 PIPE IS PAINTED RED. A",Construction,Complete,5/29/2025,IEH,5/31/2025,IEH,24458.00,572.00,SCA0000074321
6,M173,P.S./I.S. 173 - MANHATTAN,SCA IEH,"PO18-ABATE & REPAIR OF THE FLOOR IN THE BASEMENT - TOILET IN BOILER ROOM AHERA SPACE ID #1007, 48 SF",Construction,Complete,6/11/2025,IEH,8/8/2025,IEH,4418.00,81.00,SCA0000074359
6,M173,P.S./I.S. 173 - MANHATTAN,Fast Track Projects,IPDVS CAMERA INSTALLATION,Construction,In-Progress,11/1/2023,FTK,,FTK,570143.00,534674.00,DSF0001035033
6,M173,I.S. 349 - MANHATTAN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001033690
6,M173,P.S. 173 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,7/28/2025,DOEL,,DOEL,86796.00,6796.00,NULL
6,M173,I.S. 349 - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,2/3/2024,DOES,,DOES,352968.00,0.00,DSF0001085740
6,M176,P.S. 311 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Scope,Complete,6/27/2023,10/27/2023,10/13/2023,10620,14496.00,14496.00,DSF0001083799
6,M176,P.S. 311 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Design,Complete,10/16/2023,3/15/2024,4/10/2024,47790,73341.00,67588.00,DSF0001083799
6,M176,P.S. 311 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,Construction,In-Progress,9/12/2024,9/11/2025,,615960,536310.00,111791.00,DSF0001083799
6,M176,P.S. 311 - MANHATTAN,SCA CIP,WALK-IN REFRIGERATORS AND FREEZERS,"CM,F&E",In-Progress,9/12/2024,9/11/2025,,114165,71807.00,28318.00,DSF0001083799
6,M176,P.S. 311 - MANHATTAN,SCA CIP,ROOFS / MECHANICAL EQUIPMENT UPGRADE,Scope,Complete,11/26/2024,11/26/2024,11/26/2024,66714,1951.00,1951.00,"DSF0001125276, DSF0001125280"
6,M176,P.S. 311 - MANHATTAN,SCA CIP,ROOFS / MECHANICAL EQUIPMENT UPGRADE,Design,In-Progress,11/26/2024,12/4/2024,,311334,311334.00,7804.00,"DSF0001125276, DSF0001125280"
6,M176,P.S. 311 - MANHATTAN,SCA CIP,ROOFS / MECHANICAL EQUIPMENT UPGRADE,Construction,PNS,PNS,PNS,PNS,4936870,4936870.00,0.00,"DSF0001125276, DSF0001125280"
6,M176,P.S. 311 - MANHATTAN,SCA CIP,ROOFS / MECHANICAL EQUIPMENT UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,489239,489239.00,3273.00,"DSF0001125276, DSF0001125280"
6,M176,P.S. 314 - MANHATTAN,SCA CIP,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,Scope,Complete,6/27/2019,7/13/2021,9/23/2021,49809,96449.00,96449.00,"DSF0000899402, DSF0000913326, DSF0000944835"
6,M176,P.S. 314 - MANHATTAN,SCA CIP,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,Design,Complete,1/11/2022,5/26/2022,7/19/2022,232246,321023.00,300547.00,"DSF0000899402, DSF0000913326, DSF0000944835"
6,M176,P.S. 314 - MANHATTAN,SCA CIP,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,Construction,In-Progress,5/3/2023,5/1/2025,,4973537,8732380.00,1776715.00,"DSF0000899402, DSF0000913326, DSF0000944835"
6,M176,P.S. 314 - MANHATTAN,SCA CIP,PARAPETS / FY20 RESO A PLAYGROUND UPGRADE / EXTERIOR MASONRY,"CM,F&E",In-Progress,5/3/2023,5/1/2025,,310994,802507.00,752374.00,"DSF0000899402, DSF0000913326, DSF0000944835"
6,M176,P.S. 311 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/28/2022,10/27/2022,7/6/2022,3660,5635.00,5635.00,DSF0001034586
6,M176,P.S. 311 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,7/6/2022,1/3/2023,1/4/2023,16470,22539.00,22539.00,DSF0001034586
6,M176,P.S. 311 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,Complete,6/21/2023,4/15/2024,10/17/2024,212280,189728.00,159132.00,DSF0001034586
6,M176,P.S. 311 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",Complete,6/21/2023,4/15/2024,10/17/2024,176297,168217.00,153959.00,DSF0001034586
6,M176,P.S. 311 - MANHATTAN,Fast Track Projects,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,FTK,FTK,FTK,FTK,180000.00,0.00,DSF0001112832
6,M176,P.S. 314 - MANHATTAN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/26/2025,DIIR,6/25/2025,DIIR,68000.00,68000.00,DSF0001112833
6,M176,P.S. 311 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000.00,0.00,DSF0001163678
6,M176,P.S. 314 - MANHATTAN,DOE - RESOA,FY14 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0000798716
6,M176,P.S. 314 - MANHATTAN,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/7/2023,DOER,,DOER,250000.00,0.00,DSF0001086248
6,M176,P.S. 311 - MANHATTAN,DOE - RESOA,FY25 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001112831
6,M176,P.S. 311 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,12/6/2023,DOES,1/21/2025,DOES,50832.00,,DSF0001084237
6,M178,P.S. 178 - MANHATTAN,Fast Track Projects,IPDVS CAMERA INSTALLATION,Construction,In-Progress,11/1/2023,FTK,,FTK,327588.00,323247.00,DSF0001035048
6,M178,P.S. 178 - MANHATTAN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,0.00,DSF0001112834
6,M178,P.S. 178 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000.00,0.00,DSF0001163679
6,M187,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,Complete,1/20/2023,4/21/2023,8/8/2023,0,50422.00,25341.00,"DSF0001035708, DSF0001035709"
6,M187,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,Complete,8/9/2023,12/13/2023,11/1/2023,100805,76784.00,59686.00,"DSF0001035708, DSF0001035709"
6,M187,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,1478478,1445939.00,9345.00,"DSF0001035708, DSF0001035709"
6,M187,P.S. 187 - MANHATTAN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE / PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,100805,88535.00,27501.00,"DSF0001035708, DSF0001035709"
6,M187,P.S. 187 - MANHATTAN,Fast Track Projects,LSP- DOMESTIC HOT WATER HEATER REPLACEMENT,Construction,In-Progress,11/27/2023,FTK,,FTK,447509.00,128854.00,DSF0001019222
6,M187,P.S. 187 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,200000.00,0.00,DSF0001163681
6,M187,P.S./I.S. 187 - MANHATTAN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,7/8/2025,DOEL,,DOEL,177318.00,17318.00,NULL
6,M187,P.S. 187 - MANHATTAN,DOE - RESOA,FY24 RESO A BATHROOM UPGRADES,Construction,In-Progress,11/7/2023,DOER,,DOER,437848.00,9025.00,DSF0001086251
6,M187,P.S. 187 - MANHATTAN,DOE - RESOA,FY25 RESO A BATHROOM UPGRADES,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001112837
6,M187,P.S. 187 - MANHATTAN,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,3/1/2024,DOES,,DOES,284719.00,0.00,DSF0001085742
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND,Scope,Complete,12/18/2017,5/4/2018,2/28/2018,185319,257385.00,257385.00,"DSF0000876592, DSF0000876594, DSF0000876595, DSF0000876596, DSF0000889278"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND,Design,Complete,2/28/2018,7/30/2018,5/17/2018,735179,1309834.00,1083745.00,"DSF0000876592, DSF0000876594, DSF0000876595, DSF0000876596, DSF0000889278"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND,Construction,In-Progress,8/13/2018,8/11/2020,,13237508,19893601.00,15881132.00,"DSF0000876592, DSF0000876594, DSF0000876595, DSF0000876596, DSF0000889278"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY / PLAYGROUND,"CM,F&E",In-Progress,8/13/2018,8/11/2020,,944063,1792787.00,1654863.00,"DSF0000876592, DSF0000876594, DSF0000876595, DSF0000876596, DSF0000889278"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS,Scope,In-Progress,7/22/2025,12/8/2025,,157995,192766.00,24401.00,"DSF0001097668, DSF0001097671"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS,Design,PNS,PNS,PNS,PNS,737311,737311.00,77996.00,"DSF0001097668, DSF0001097671"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS,Construction,PNS,PNS,PNS,PNS,11691635,11691635.00,0.00,"DSF0001097668, DSF0001097671"
6,M189,P.S. 189 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / WINDOWS,"CM,F&E",PNS,PNS,PNS,PNS,1158631,1158631.00,7543.00,"DSF0001097668, DSF0001097671"
6,M189,P.S. 189 - MANHATTAN,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,323422.00,0.00,DSF0001086256
6,M189,P.S. 189 - MANHATTAN,DOE - RESOA,FY25 RESO A PA SYSTEM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,275000.00,0.00,DSF0001112839
6,M192,P.S. 192 - MANHATTAN,SCA CIP,EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,10/22/2020,3/13/2025,2/12/2025,47586,153683.00,139504.00,"DSF0000961134, DSF0000944965, DSF0001083712, DSF0001113848"
6,M192,P.S. 192 - MANHATTAN,SCA CIP,EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,2/24/2025,6/26/2025,4/15/2025,231227,437340.00,282044.00,"DSF0000961134, DSF0000944965, DSF0001083712, DSF0001113848"
6,M192,P.S. 192 - MANHATTAN,SCA CIP,EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,In-Progress,8/18/2025,8/17/2027,,4940199,4607048.00,187086.00,"DSF0000961134, DSF0000944965, DSF0001083712, DSF0001113848"
6,M192,P.S. 192 - MANHATTAN,SCA CIP,EXTERIOR STAIRS / PAVED AREAS - CONCRETE / NON-TCU TEMPORARY REMOVAL/PLAYGROUND REDEVELOPMENT / PATH OF TRAVEL OTHER TEMP STRUCTURE REMOVAL/PLAYGROUND REDEVELOPMENT,"CM,F&E",In-Progress,8/18/2025,8/17/2027,,384859,111926.00,106429.00,"DSF0000961134, DSF0000944965, DSF0001083712, DSF0001113848"
6,M192,HAMILTON GRANGE MIDDLE SCHOOL,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Scope,Complete,3/13/2023,7/13/2023,8/8/2023,0,12532.00,12532.00,DSF0001035718
6,M192,HAMILTON GRANGE MIDDLE SCHOOL,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Design,Complete,8/8/2023,1/11/2024,1/5/2024,14461,54518.00,51976.00,DSF0001035718
6,M192,HAMILTON GRANGE MIDDLE SCHOOL,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,212097,981978.00,4208.00,DSF0001035718
6,M192,HAMILTON GRANGE MIDDLE SCHOOL,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,14461,66953.00,5851.00,DSF0001035718
6,M192,P.S. 192 - MANHATTAN,SCA IEH,PO18-ABATE AND REPLACE 9X9 FLOOR TILES IN THE FOLLOWING ROOMS 226A  APPROX  408 SQ FT AND ROOM 145 A,Construction,In-Progress,4/12/2024,IEH,,IEH,852.00,277.00,SCA0000072926
6,M192,P.S. 192 - MANHATTAN,Fast Track Projects,LSP- LSP HOT WATER HEATER,Construction,In-Progress,7/15/2022,FTK,,FTK,254034.00,63735.00,DSF0000889646
6,M192,P.S. 192 - MANHATTAN,Fast Track Projects,IPDVS CAMERA INSTALLATION,Construction,In-Progress,11/1/2023,FTK,,FTK,466011.00,416794.00,DSF0001035034
6,M192,P.S. 325 - MANHATTAN,DIIT - RESOA,FY16 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,60000.00,0.00,DSF0000823169
6,M192,P.S. 325 - MANHATTAN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,PNS,PNS,PNS,PNS,DIIR,80000.00,0.00,DSF0000845250
6,M192,P.S. 192 - MANHATTAN,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,140000.00,0.00,DSF0000961368
6,M192,HAMILTON GRANGE MIDDLE SCHOOL,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001163736
6,M192,HAMILTON GRANGE MIDDLE SCHOOL,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,9/19/2022,DOER,,DOER,347821.00,0.00,DSF0000913331
6,M192,P.S. 192 - MANHATTAN,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,637558.00,0.00,DSF0001086259
6,M192,P.S. 192 - MANHATTAN,DOE - RESOA,FY25 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,200000.00,0.00,DSF0001112842
6,M218,I.S. 293 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,Scope,Complete,7/8/2022,11/22/2023,3/1/2024,673976,965278.00,834428.00,"DSF0001019445, DSF0001083676, DSF0001070179, DSF0001070178, DSF0001070177, DSF0001097868, DSF0001097877, DSF0001112079, DSF0001112078"
6,M218,I.S. 293 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,Design,Complete,3/1/2024,8/1/2024,5/15/2024,3365191,3312752.00,1827863.00,"DSF0001019445, DSF0001083676, DSF0001070179, DSF0001070178, DSF0001070177, DSF0001097868, DSF0001097877, DSF0001112079, DSF0001112078"
6,M218,I.S. 293 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,Construction,In-Progress,10/14/2024,10/12/2028,,75311522,67531458.00,7979753.00,"DSF0001019445, DSF0001083676, DSF0001070179, DSF0001070178, DSF0001070177, DSF0001097868, DSF0001097877, DSF0001112079, DSF0001112078"
6,M218,I.S. 293 - MANHATTAN,SCA CIP,FLOOD ELIMINATION / ELECTRIFICATION/HEAT PUMP SYSTEMS / EXTERIOR MASONRY / PARAPETS / ROOFS / LOW VOLTAGE ELECTRICAL SYSTEM / ELECTRICAL SERVICE UPGRADE / WINDOWS / LIGHTING UPGRADE,"CM,F&E",In-Progress,10/14/2024,10/12/2028,,4752963,551088.00,325563.00,"DSF0001019445, DSF0001083676, DSF0001070179, DSF0001070178, DSF0001070177, DSF0001097868, DSF0001097877, DSF0001112079, DSF0001112078"
6,M218,I.S. 293 - MANHATTAN,DIIT - Project Connect,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,11/1/2019,DIIT,,DIIT,239412.00,0.00,DSF0000960033
6,M218,I.S. 293 - MANHATTAN,DOE - RESOA,RESO A ATHLETIC FIELD,Construction,PNS,PNS,PNS,PNS,DOER,388020.00,0.00,DSF0001085115
6,M233,ALTERNATE LEARNING CENTER - MANHATTAN,SCA IEH,PO18-M233 - CLEANUP & ABATEMENT OF ACM WALL PLASTER IN STORAGE RM #B4  (SPACE ID# 1004) .AS PER LAS,Construction,In-Progress,1/31/2025,IEH,,IEH,1129.00,379.00,SCA0000073860
6,M233,ALTERNATE LEARNING CENTER - MANHATTAN,SCA IEH,"PO18-ABATE DETERIORATED WALL LOCATED IN THE STORAGE ROOM (B13), AHERA BOOK DATED: 10/13/2017 , SPACE",Construction,Complete,3/7/2025,IEH,4/29/2025,IEH,9545.00,205.00,SCA0000074038
6,M263,P.S. 366 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,7/11/2024,11/26/2024,8/19/2025,27518,111912.00,43544.00,DSF0001070219
6,M263,P.S. 366 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Design,PNS,PNS,PNS,PNS,137589,137589.00,14872.00,DSF0001070219
6,M263,P.S. 366 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,Construction,PNS,PNS,PNS,PNS,3095762,3095762.00,0.00,DSF0001070219
6,M263,P.S. 366 - MANHATTAN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",PNS,PNS,PNS,PNS,192625,192625.00,9253.00,DSF0001070219
6,M263,P.S. 366 - MANHATTAN,DOE - RESOA,FY25 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001112851
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,Scope,Complete,11/15/2018,4/4/2019,4/4/2019,564406,474993.00,474993.00,"DSF0000876943, DSF0000876941, DSF0000876942, DSF0000876944"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,Design,Complete,4/5/2019,9/5/2019,5/16/2019,2257620,1209144.00,1039786.00,"DSF0000876943, DSF0000876941, DSF0000876942, DSF0000876944"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,Construction,In-Progress,7/22/2019,6/15/2022,,42330374,43355863.00,36632168.00,"DSF0000876943, DSF0000876941, DSF0000876942, DSF0000876944"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,WINDOWS / ROOFS / PARAPETS / EXTERIOR MASONRY,"CM,F&E",In-Progress,7/22/2019,6/15/2022,,2633889,3087503.00,2865581.00,"DSF0000876943, DSF0000876941, DSF0000876942, DSF0000876944"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB,Scope,Complete,1/3/2020,5/19/2020,10/14/2021,57240,124855.00,106840.00,DSF0000960511
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB,Design,Complete,10/18/2021,4/22/2022,9/26/2022,286200,481802.00,481802.00,DSF0000960511
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB,Construction,In-Progress,5/8/2023,5/6/2025,,6439500,6168229.00,5448979.00,DSF0000960511
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB,"CM,F&E",In-Progress,5/8/2023,5/6/2025,,427036,413556.00,376826.00,DSF0000960511
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB UPGRADES,Scope,In-Progress,9/5/2025,1/26/2026,,30000,30000.00,587.00,DSF0001125893
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,140000,140000.00,2347.00,DSF0001125893
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,2220000,2220000.00,0.00,DSF0001125893
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SCIENCE LAB UPGRADES,"CM,F&E",PNS,PNS,PNS,PNS,220000,220000.00,0.00,DSF0001125893
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SWIMMING POOLS / LOW VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,9/18/2013,10/4/2019,10/1/2019,216730,204785.00,204785.00,"DSF0000754658, DSF0000899817"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SWIMMING POOLS / LOW VOLTAGE ELECTRICAL SYSTEM,Design,Complete,10/1/2019,3/6/2020,5/12/2021,1083650,1166995.00,1120206.00,"DSF0000754658, DSF0000899817"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SWIMMING POOLS / LOW VOLTAGE ELECTRICAL SYSTEM,Construction,In-Progress,7/11/2022,1/7/2025,,24382125,23303076.00,21261628.00,"DSF0000754658, DSF0000899817"
6,M465,HS FOR HEALTH CAREER & SCIENCE - M,SCA CIP,SWIMMING POOLS / LOW VOLTAGE ELECTRICAL SYSTEM,"CM,F&E",In-Progress,7/11/2022,1/7/2025,,1517110,1209483.00,1187195.00,"DSF0000754658, DSF0000899817"
